Date,Steps,Distance_km,Active_Energy_kcal,Resting_Heart_Rate_bpm
2021-07-07,7220,5.31,0.0,
2021-07-08,9730,7.14,0.0,
2021-07-09,9043,6.3,0.0,
2021-07-10,9253,6.48,0.0,
2021-07-11,21967,14.97,0.0,
2021-07-12,8711,6.25,0.0,
2021-07-13,12102,9.47,0.0,
2021-07-14,9751,7.41,0.0,
2021-07-15,14986,10.73,0.0,
2021-07-16,13077,10.13,0.0,
2021-07-17,26917,18.34,0.0,
2021-07-18,10404,7.24,0.0,
2021-07-19,5792,4.39,0.0,
2021-07-20,6625,5.04,0.0,
2021-07-21,10523,7.47,0.0,
2021-07-22,10437,7.5,0.0,
2021-07-23,21013,14.97,0.0,
2021-07-24,6703,4.24,0.0,
2021-07-25,3500,2.66,0.0,
2021-07-26,7331,5.24,0.0,
2021-07-27,11067,7.47,0.0,
2021-07-28,10226,7.32,0.0,
2021-07-29,10371,7.93,0.0,
2021-07-30,7452,5.0,0.0,
2021-07-31,9206,6.26,0.0,
2021-08-01,29359,19.45,0.0,
2021-08-02,10289,7.42,0.0,
2021-08-03,9553,8.62,0.0,
2021-08-04,12099,8.65,0.0,
2021-08-05,10124,6.5,0.0,
2021-08-06,10151,7.5,0.0,
2021-08-07,18346,12.05,0.0,
2021-08-08,6155,4.52,0.0,
2021-08-09,6071,4.55,0.0,
2021-08-10,5080,3.5,0.0,
2021-08-11,6341,4.43,0.0,
2021-08-12,10161,6.7,0.0,
2021-08-13,14994,10.36,0.0,
2021-08-14,18673,12.55,0.0,
2021-08-15,4052,2.81,0.0,
2021-08-16,9197,8.14,0.0,
2021-08-17,3825,2.72,0.0,
2021-08-18,13564,11.05,0.0,
2021-08-19,13964,9.87,0.0,
2021-08-20,15018,10.05,0.0,
2021-08-21,9556,7.17,0.0,
2021-08-22,2207,1.89,0.0,
2021-08-23,8902,6.7,0.0,
2021-08-24,8334,5.68,0.0,
2021-08-25,14354,9.95,0.0,
2021-08-26,8923,5.86,0.0,
2021-08-27,10461,6.96,0.0,
2021-08-28,10750,6.73,0.0,
2021-08-29,7015,4.59,0.0,
2021-08-30,10100,7.22,0.0,
2021-08-31,13339,9.57,0.0,
2021-09-01,13205,9.75,0.0,
2021-09-02,15693,10.65,0.0,
2021-09-03,10043,7.26,0.0,
2021-09-04,19203,12.91,0.0,
2021-09-05,8883,5.79,0.0,
2021-09-06,12100,7.87,0.0,
2021-09-07,14583,10.1,0.0,
2021-09-08,7490,5.02,0.0,
2021-09-09,10057,6.66,0.0,
2021-09-10,8107,5.9,0.0,
2021-09-11,16858,11.04,0.0,
2021-09-12,4654,2.94,0.0,
2021-09-13,9696,6.42,0.0,
2021-09-14,11839,7.77,0.0,
2021-09-15,11918,8.66,0.0,
2021-09-16,11215,7.58,0.0,
2021-09-17,20053,14.18,0.0,
2021-09-18,16963,12.16,0.0,
2021-09-19,25718,18.78,0.0,
2021-09-20,17894,11.91,0.0,
2021-09-21,16626,12.01,0.0,
2021-09-22,21576,15.3,0.0,
2021-09-23,9130,6.16,0.0,
2021-09-24,11682,9.07,0.0,
2021-09-25,6241,4.17,0.0,
2021-09-26,13304,9.58,0.0,
2021-09-27,13506,9.02,0.0,
2021-09-28,6110,4.35,0.0,
2021-09-29,7624,5.48,0.0,
2021-09-30,4671,3.49,0.0,
2021-10-01,8759,6.79,0.0,
2021-10-02,33599,22.61,0.0,
2021-10-03,12117,8.34,0.0,
2021-10-04,5922,4.25,0.0,
2021-10-05,7685,5.26,0.0,
2021-10-06,8478,5.72,0.0,
2021-10-07,3181,2.29,0.0,
2021-10-08,22991,19.84,0.0,
2021-10-09,11061,7.46,0.0,
2021-10-10,16077,11.42,0.0,
2021-10-11,5983,4.37,0.0,
2021-10-12,7483,5.07,0.0,
2021-10-13,2448,1.61,0.0,
2021-10-14,8981,6.33,0.0,
2021-10-15,2283,1.59,0.0,
2021-10-16,8310,5.67,0.0,
2021-10-17,17553,10.91,0.0,
2021-10-18,2202,1.44,0.0,
2021-10-19,8470,5.99,0.0,
2021-10-20,10141,7.15,0.0,
2021-10-21,3027,2.25,0.0,
2021-10-22,10755,7.48,0.0,
2021-10-23,15537,10.72,0.0,
2021-10-24,6937,5.12,0.0,
2021-10-25,5821,4.09,0.0,
2021-10-26,870,0.54,0.0,
2021-10-27,5146,3.23,0.0,
2021-10-28,18354,12.75,0.0,
2021-10-29,14248,9.94,0.0,
2021-10-30,9753,6.62,0.0,
2021-10-31,2222,1.47,0.0,
2021-11-01,9532,6.61,0.0,
2021-11-02,4031,2.65,0.0,
2021-11-03,5009,3.34,0.0,
2021-11-04,2253,1.46,0.0,
2021-11-05,6116,4.42,0.0,
2021-11-06,10478,7.73,0.0,
2021-11-07,4607,3.24,0.0,
2021-11-08,5991,4.26,0.0,
2021-11-09,6499,4.74,0.0,
2021-11-10,9174,6.31,0.0,
2021-11-11,5418,3.72,0.0,
2021-11-12,9990,7.04,0.0,
2021-11-13,15483,11.07,0.0,
2021-11-14,7677,5.15,0.0,
2021-11-15,6055,4.01,0.0,
2021-11-16,4879,3.17,0.0,
2021-11-17,6546,4.36,0.0,
2021-11-18,8104,5.16,0.0,
2021-11-19,9904,6.39,0.0,
2021-11-20,8605,6.05,0.0,
2021-11-21,8087,5.68,0.0,
2021-11-22,9445,6.54,0.0,
2021-11-23,4348,3.07,0.0,
2021-11-24,4434,3.07,0.0,
2021-11-25,7737,5.27,0.0,
2021-11-26,15555,11.12,0.0,
2021-11-27,10979,7.32,0.0,
2021-11-28,11048,8.22,0.0,
2021-11-29,6317,4.26,0.0,
2021-11-30,6003,4.58,0.0,
2021-12-01,8298,5.55,0.0,
2021-12-02,6672,4.81,0.0,
2021-12-03,11388,8.81,0.0,
2021-12-04,14592,10.64,0.0,
2021-12-05,19068,12.84,0.0,
2021-12-06,5332,3.87,0.0,
2021-12-07,4903,3.63,0.0,
2021-12-08,13808,9.76,0.0,
2021-12-09,7138,5.0,0.0,
2021-12-10,6964,5.2,0.0,
2021-12-11,8130,5.57,0.0,
2021-12-12,4504,3.19,0.0,
2021-12-13,3658,2.84,0.0,
2021-12-14,3202,2.28,0.0,
2021-12-15,1780,1.14,0.0,
2021-12-16,9141,6.35,0.0,
2021-12-17,11142,8.4,0.0,
2021-12-18,9308,6.72,0.0,
2021-12-19,4840,3.25,0.0,
2021-12-20,3594,2.41,0.0,
2021-12-21,13175,8.99,0.0,
2021-12-22,22531,15.17,0.0,
2021-12-23,10191,6.75,0.0,
2021-12-24,5713,4.09,0.0,
2021-12-25,4695,3.32,0.0,
2021-12-26,4712,3.43,0.0,
2021-12-27,14035,9.48,0.0,
2021-12-28,7513,5.28,0.0,
2021-12-29,15596,10.5,0.0,
2021-12-30,11575,8.26,0.0,
2021-12-31,10545,7.25,0.0,
2022-01-01,4462,2.87,0.0,
2022-01-02,5631,3.69,0.0,
2022-01-03,9016,6.79,0.0,
2022-01-04,3842,2.51,0.0,
2022-01-05,4608,3.13,0.0,
2022-01-06,10021,6.89,0.0,
2022-01-07,10271,6.56,0.0,
2022-01-08,14426,10.42,0.0,
2022-01-09,9781,6.89,0.0,
2022-01-10,2817,1.92,0.0,
2022-01-11,1690,1.05,0.0,
2022-01-12,7340,4.97,0.0,
2022-01-13,7233,5.24,0.0,
2022-01-14,6627,5.34,0.0,
2022-01-15,8490,6.59,0.0,
2022-01-16,4722,3.22,0.0,
2022-01-17,7602,5.23,0.0,
2022-01-18,6441,4.34,0.0,
2022-01-19,6577,4.69,0.0,
2022-01-20,4277,2.94,0.0,
2022-01-21,7474,4.98,0.0,
2022-01-22,4599,2.95,0.0,
2022-01-23,13040,9.11,0.0,
2022-01-24,1586,1.04,0.0,
2022-01-25,4529,3.06,0.0,
2022-01-26,5965,4.28,0.0,
2022-01-27,7859,5.28,0.0,
2022-01-28,8121,5.93,0.0,
2022-01-29,8157,5.85,0.0,
2022-01-30,10747,7.14,0.0,
2022-01-31,3385,2.17,0.0,
2022-02-01,6256,4.31,0.0,
2022-02-02,4503,2.83,0.0,
2022-02-03,5644,3.98,0.0,
2022-02-04,5068,3.5,0.0,
2022-02-05,9895,6.9,0.0,
2022-02-06,9621,6.36,0.0,
2022-02-07,5723,3.94,0.0,
2022-02-08,7863,5.05,0.0,
2022-02-09,2034,1.38,0.0,
2022-02-10,10308,6.64,0.0,
2022-02-11,15317,10.39,0.0,
2022-02-12,4399,3.3,0.0,
2022-02-13,1515,1.12,0.0,
2022-02-14,1308,0.95,0.0,
2022-02-15,5787,4.03,0.0,
2022-02-16,8065,5.88,0.0,
2022-02-17,8293,6.07,0.0,
2022-02-18,2536,2.11,0.0,
2022-02-19,18034,15.46,0.0,
2022-02-20,19164,14.04,0.0,
2022-02-21,2513,2.11,0.0,
2022-02-22,7902,6.02,0.0,
2022-02-23,3379,2.86,0.0,
2022-02-24,4735,3.44,0.0,
2022-02-25,4639,3.22,0.0,
2022-02-26,11718,7.65,0.0,
2022-02-27,4967,3.63,0.0,
2022-02-28,3476,2.53,0.0,
2022-03-01,5963,4.37,0.0,
2022-03-02,5585,3.85,0.0,
2022-03-03,3928,2.62,0.0,
2022-03-04,2304,1.47,0.0,
2022-03-05,11799,8.25,0.0,
2022-03-06,4028,2.79,0.0,
2022-03-07,2116,1.49,0.0,
2022-03-08,3504,2.37,0.0,
2022-03-09,4593,2.94,0.0,
2022-03-10,2292,1.52,0.0,
2022-03-11,2211,1.45,0.0,
2022-03-12,3888,2.57,0.0,
2022-03-13,3958,2.77,0.0,
2022-03-14,6073,3.91,0.0,
2022-03-15,4376,2.79,0.0,
2022-03-16,1637,1.13,0.0,
2022-03-17,12947,8.72,0.0,
2022-03-18,18398,12.18,0.0,
2022-03-19,10397,7.52,0.0,
2022-03-20,22331,15.39,0.0,
2022-03-21,9846,7.22,0.0,
2022-03-22,9530,7.08,0.0,
2022-03-23,7367,5.46,0.0,
2022-03-24,2345,1.59,0.0,
2022-03-25,4794,3.07,0.0,
2022-03-26,10814,7.33,0.0,
2022-03-27,23699,14.95,0.0,
2022-03-28,1645,1.04,0.0,
2022-03-29,7887,4.92,0.0,
2022-03-30,10974,7.99,0.0,
2022-03-31,9350,6.48,0.0,
2022-04-01,10391,6.65,0.0,
2022-04-02,9714,6.84,0.0,
2022-04-03,16269,10.53,0.0,
2022-04-04,8583,5.53,0.0,
2022-04-05,7772,5.39,0.0,
2022-04-06,10167,6.88,0.0,
2022-04-07,4181,2.68,0.0,
2022-04-08,5522,3.69,0.0,
2022-04-09,5036,3.28,0.0,
2022-04-10,16341,9.81,0.0,
2022-04-11,5726,4.02,0.0,
2022-04-12,6133,4.05,0.0,
2022-04-13,11723,7.99,0.0,
2022-04-14,17673,11.63,0.0,
2022-04-15,5050,3.52,0.0,
2022-04-16,13402,9.54,0.0,
2022-04-17,8959,6.62,0.0,
2022-04-18,12376,8.33,0.0,
2022-04-19,6651,4.48,0.0,
2022-04-20,5957,4.01,0.0,
2022-04-21,5950,3.89,0.0,
2022-04-22,7204,5.53,0.0,
2022-04-23,13914,9.57,0.0,
2022-04-24,10713,6.94,0.0,
2022-04-25,6232,4.1,0.0,
2022-04-26,5178,3.57,0.0,
2022-04-27,14323,9.52,0.0,
2022-04-28,5904,4.11,0.0,
2022-04-29,13042,8.54,0.0,
2022-04-30,18507,12.09,0.0,
2022-05-01,16012,10.61,0.0,
2022-05-02,5091,3.27,0.0,
2022-05-03,6298,4.39,0.0,
2022-05-04,4500,3.02,0.0,
2022-05-05,11136,7.97,0.0,
2022-05-06,8657,5.88,0.0,
2022-05-07,14900,10.09,0.0,
2022-05-08,16431,10.81,0.0,
2022-05-09,4920,3.31,0.0,
2022-05-10,4095,2.71,0.0,
2022-05-11,8950,6.29,0.0,
2022-05-12,9436,6.92,0.0,
2022-05-13,14455,10.15,0.0,
2022-05-14,12417,9.46,0.0,
2022-05-15,9002,5.57,0.0,
2022-05-16,10518,7.32,0.0,
2022-05-17,6951,5.23,0.0,
2022-05-18,7219,4.95,0.0,
2022-05-19,6706,4.25,0.0,
2022-05-20,6058,4.59,0.0,
2022-05-21,4875,3.45,0.0,
2022-05-22,16366,11.31,0.0,
2022-05-23,8377,5.95,0.0,
2022-05-24,7216,5.15,0.0,
2022-05-25,14222,9.85,0.0,
2022-05-26,11648,7.14,0.0,
2022-05-27,13864,9.76,0.0,
2022-05-28,17999,12.45,0.0,
2022-05-29,4151,2.92,0.0,
2022-05-30,6172,4.24,0.0,
2022-05-31,9264,6.73,0.0,
2022-06-01,6194,4.4,0.0,
2022-06-02,7796,5.55,0.0,
2022-06-03,9287,6.29,0.0,
2022-06-04,13774,9.44,0.0,
2022-06-05,34872,23.8,0.0,
2022-06-06,14288,9.3,0.0,
2022-06-07,4876,3.18,0.0,
2022-06-08,4968,3.35,0.0,
2022-06-09,8841,6.54,0.0,
2022-06-10,9646,6.62,0.0,
2022-06-11,14832,10.64,0.0,
2022-06-12,6494,4.02,0.0,
2022-06-13,10129,6.98,0.0,
2022-06-14,17899,12.2,0.0,
2022-06-15,3771,2.38,0.0,
2022-06-16,5710,3.94,0.0,
2022-06-17,12397,8.66,0.0,
2022-06-18,8484,5.57,0.0,
2022-06-19,5428,3.65,0.0,
2022-06-20,11043,7.31,0.0,
2022-06-21,6957,5.06,0.0,
2022-06-22,10663,7.55,0.0,
2022-06-23,2372,1.54,0.0,
2022-06-24,5268,3.44,0.0,
2022-06-25,11156,7.91,0.0,
2022-06-26,49633,31.03,0.0,
2022-06-27,3129,2.09,0.0,
2022-06-28,13830,9.38,0.0,
2022-06-29,7078,4.53,0.0,
2022-06-30,10408,7.09,0.0,
2022-07-01,23183,16.22,0.0,
2022-07-02,12576,9.04,0.0,
2022-07-03,8346,5.57,0.0,
2022-07-04,5950,4.15,0.0,
2022-07-05,6697,4.43,0.0,
2022-07-06,7086,4.76,0.0,
2022-07-07,6406,4.26,0.0,
2022-07-08,5082,3.34,0.0,
2022-07-09,36642,24.54,0.0,
2022-07-10,11101,7.52,0.0,
2022-07-11,6259,4.36,0.0,
2022-07-12,6971,4.95,0.0,
2022-07-13,7148,4.98,0.0,
2022-07-14,10576,7.72,0.0,
2022-07-15,10852,7.6,0.0,
2022-07-16,11334,7.84,0.0,
2022-07-17,36780,29.97,0.0,
2022-07-18,8338,5.84,0.0,
2022-07-19,8923,5.77,0.0,
2022-07-20,6798,4.55,0.0,
2022-07-21,6495,4.36,0.0,
2022-07-22,7088,5.16,0.0,
2022-07-23,47423,31.7,0.0,
2022-07-24,15097,9.67,0.0,
2022-07-25,6425,4.41,0.0,
2022-07-26,7320,5.33,0.0,
2022-07-27,6035,3.9,0.0,
2022-07-28,12215,8.23,0.0,
2022-07-29,9046,6.2,0.0,
2022-07-30,29556,22.06,0.0,
2022-07-31,22115,14.12,0.0,
2022-08-01,1348,1.04,0.0,
2022-08-02,3222,2.35,0.0,
2022-08-03,6685,4.4,0.0,
2022-08-04,691,0.55,0.0,
2022-08-05,7118,5.34,0.0,
2022-08-06,4334,3.38,0.0,
2022-08-07,9875,6.95,0.0,
2022-08-08,9630,8.09,0.0,
2022-08-09,16639,10.55,0.0,
2022-08-10,9255,5.95,0.0,
2022-08-11,22027,17.15,0.0,
2022-08-12,10725,7.76,0.0,
2022-08-13,10747,7.0,0.0,
2022-08-14,6541,4.15,0.0,
2022-08-15,12394,8.37,0.0,
2022-08-16,5396,3.82,0.0,
2022-08-17,15013,10.34,0.0,
2022-08-18,14249,10.61,0.0,
2022-08-19,13506,9.94,0.0,
2022-08-20,9812,7.52,0.0,
2022-08-21,6894,5.27,0.0,
2022-08-22,7927,6.28,0.0,
2022-08-23,14274,10.94,0.0,
2022-08-24,12658,8.87,0.0,
2022-08-25,9350,6.88,0.0,
2022-08-26,13412,10.84,0.0,
2022-08-27,9097,7.09,0.0,
2022-08-28,8945,6.78,0.0,
2022-08-29,3004,2.22,0.0,
2022-08-30,9252,7.1,0.0,
2022-08-31,19641,13.92,0.0,
2022-09-01,11063,8.0,0.0,
2022-09-02,22429,16.5,0.0,
2022-09-03,6055,4.34,0.0,
2022-09-04,16654,12.37,0.0,
2022-09-05,9437,6.63,0.0,
2022-09-06,10013,6.84,0.0,
2022-09-07,8528,5.63,0.0,
2022-09-08,5486,3.57,0.0,
2022-09-09,6832,5.18,0.0,
2022-09-10,4745,3.68,0.0,
2022-09-11,20371,14.71,0.0,
2022-09-12,6525,4.58,50.0,
2022-09-13,1402,0.95,40.0,
2022-09-14,9662,6.79,343.0,
2022-09-15,13089,9.76,390.0,
2022-09-16,21819,16.18,758.0,
2022-09-17,14159,10.84,529.0,
2022-09-18,33793,25.45,1165.0,
2022-09-19,7002,5.0,261.0,
2022-09-20,4139,2.85,144.0,
2022-09-21,7404,5.37,276.0,
2022-09-22,8921,6.1,270.0,
2022-09-23,7863,5.51,280.0,
2022-09-24,22914,16.62,734.0,
2022-09-25,4915,3.33,165.0,
2022-09-26,673,0.44,21.0,
2022-09-27,5604,3.83,200.0,
2022-09-28,2816,1.88,95.0,
2022-09-29,7581,5.46,272.0,
2022-09-30,10591,7.9,419.0,
2022-10-01,5214,3.93,186.0,
2022-10-02,17518,11.74,466.0,
2022-10-03,1141,0.82,39.0,
2022-10-04,6977,4.82,239.0,
2022-10-05,5167,3.57,183.0,
2022-10-06,830,0.65,34.0,
2022-10-07,2408,1.74,90.0,
2022-10-08,2987,2.21,117.0,
2022-10-09,3622,2.59,153.0,
2022-10-10,10624,6.88,319.0,
2022-10-11,8325,5.91,263.0,
2022-10-12,8590,5.62,260.0,
2022-10-13,15226,10.34,465.0,
2022-10-14,13404,8.91,429.0,
2022-10-15,3977,2.83,163.0,
2022-10-16,25844,18.68,886.0,
2022-10-17,2616,1.93,95.0,
2022-10-18,5166,3.92,177.0,
2022-10-19,1286,0.91,34.0,
2022-10-20,7165,4.72,235.0,
2022-10-21,13714,9.87,422.0,
2022-10-22,44706,28.87,1225.0,
2022-10-23,39755,31.26,1494.0,
2022-10-24,19976,13.62,556.0,
2022-10-25,10469,7.09,348.0,
2022-10-26,6308,4.58,238.0,
2022-10-27,7117,5.11,224.0,
2022-10-28,7144,5.03,253.0,
2022-10-29,20124,13.13,513.0,
2022-10-30,14800,9.73,414.0,
2022-10-31,3821,3.11,172.0,
2022-11-01,4872,3.56,189.0,
2022-11-02,8191,5.19,184.0,
2022-11-03,5299,3.54,189.0,
2022-11-04,7413,5.58,279.0,
2022-11-05,6448,4.44,208.0,
2022-11-06,9230,6.3,261.0,
2022-11-07,4058,3.03,143.0,
2022-11-08,5306,3.68,211.0,
2022-11-09,3861,2.87,181.0,
2022-11-10,6286,4.5,221.0,
2022-11-11,5472,4.17,217.0,
2022-11-12,5578,3.64,149.0,
2022-11-13,8718,6.28,300.0,
2022-11-14,6503,4.18,187.0,
2022-11-15,8461,5.54,215.0,
2022-11-16,8623,5.49,282.0,
2022-11-17,8425,5.78,269.0,
2022-11-18,11405,7.75,394.0,
2022-11-19,10841,7.87,386.0,
2022-11-20,8498,6.11,290.0,
2022-11-21,4213,3.18,170.0,
2022-11-22,7195,4.92,248.0,
2022-11-23,4998,3.59,170.0,
2022-11-24,2430,1.62,75.0,
2022-11-25,3933,2.98,158.0,
2022-11-26,17068,13.57,756.0,
2022-11-27,24061,21.73,1129.0,
2022-11-28,2843,2.12,113.0,
2022-11-29,5481,3.95,210.0,
2022-11-30,5052,3.97,214.0,
2022-12-01,9626,7.75,396.0,
2022-12-02,11386,7.81,366.0,
2022-12-03,16020,10.55,522.0,
2022-12-04,28296,21.35,1004.0,
2022-12-05,26330,16.64,701.0,
2022-12-06,5993,4.14,222.0,
2022-12-07,4954,3.65,189.0,
2022-12-08,7459,5.12,268.0,
2022-12-09,7246,5.48,274.0,
2022-12-10,12602,8.28,384.0,
2022-12-11,2996,2.13,96.0,
2022-12-12,3801,2.85,136.0,
2022-12-13,3019,2.23,115.0,
2022-12-14,2094,1.49,70.0,
2022-12-15,7506,5.46,288.0,
2022-12-16,7420,5.44,271.0,
2022-12-17,9894,7.37,376.0,
2022-12-18,11941,8.76,489.0,
2022-12-19,10479,7.1,329.0,
2022-12-20,7597,5.04,231.0,
2022-12-21,6723,4.54,204.0,
2022-12-22,16998,11.64,486.0,
2022-12-23,7375,5.18,229.0,
2022-12-24,6318,4.27,139.0,
2022-12-25,4094,2.93,143.0,
2022-12-26,4684,3.33,152.0,
2022-12-27,5561,3.82,206.0,
2022-12-28,2456,1.83,86.0,
2022-12-29,3751,2.7,134.0,
2022-12-30,8370,6.37,329.0,
2022-12-31,5267,3.86,196.0,
2023-01-01,6675,4.6,237.0,
2023-01-02,6542,4.56,194.0,
2023-01-03,6831,5.07,264.0,
2023-01-04,8935,6.2,313.0,
2023-01-05,260,0.18,2.0,
2023-01-06,7669,5.89,308.0,
2023-01-07,3737,2.69,150.0,
2023-01-08,5300,3.67,165.0,
2023-01-09,8033,5.46,250.0,
2023-01-10,6528,4.47,223.0,
2023-01-11,7774,5.64,259.0,
2023-01-12,10135,6.97,334.0,
2023-01-13,13968,10.11,490.0,
2023-01-14,20192,15.44,745.0,
2023-01-15,13938,10.13,485.0,
2023-01-16,792,0.59,28.0,
2023-01-17,7664,5.48,286.0,
2023-01-18,4751,3.76,205.0,
2023-01-19,7607,5.46,284.0,
2023-01-20,8438,5.69,275.0,
2023-01-21,9584,6.47,316.0,
2023-01-22,2129,1.48,94.0,
2023-01-23,582,0.4,23.0,
2023-01-24,7769,5.4,267.0,
2023-01-25,6430,5.0,256.0,
2023-01-26,6753,4.76,267.0,
2023-01-27,8850,6.43,335.0,
2023-01-28,5057,3.53,186.0,
2023-01-29,2625,1.97,127.0,
2023-01-30,1511,1.11,65.0,
2023-01-31,3412,2.45,139.0,
2023-02-01,3688,2.72,138.0,
2023-02-02,5868,4.18,215.0,
2023-02-03,10433,7.88,405.0,
2023-02-04,4291,3.15,195.0,
2023-02-05,29982,19.49,906.0,
2023-02-06,6997,4.73,220.0,
2023-02-07,4783,3.4,182.0,
2023-02-08,10769,7.78,368.0,
2023-02-09,8600,5.81,221.0,
2023-02-10,13456,10.24,527.0,
2023-02-11,13449,9.69,464.0,
2023-02-12,2299,1.55,71.0,
2023-02-13,2977,2.11,148.0,
2023-02-14,3752,2.75,183.0,
2023-02-15,5512,4.2,233.0,
2023-02-16,7290,5.48,264.0,
2023-02-17,9167,6.62,341.0,
2023-02-18,17829,12.58,576.0,
2023-02-19,735,0.55,24.0,
2023-02-20,2572,1.85,93.0,
2023-02-21,7188,5.41,253.0,
2023-02-22,6546,5.1,254.0,
2023-02-23,7527,5.25,244.0,
2023-02-24,3695,2.83,147.0,
2023-02-25,3199,2.09,112.0,
2023-02-26,2274,1.99,139.0,
2023-02-27,1983,1.49,68.0,
2023-02-28,3822,2.62,128.0,
2023-03-01,4205,3.13,178.0,
2023-03-02,7383,5.54,281.0,
2023-03-03,5388,4.23,224.0,
2023-03-04,1780,1.36,79.0,
2023-03-05,4964,3.79,193.0,
2023-03-06,6222,4.36,198.0,
2023-03-07,7936,5.74,262.0,
2023-03-08,7427,5.42,274.0,
2023-03-09,9053,7.02,342.0,
2023-03-10,8514,6.44,356.0,
2023-03-11,11139,8.55,493.0,
2023-03-12,24794,15.31,630.0,
2023-03-13,3244,2.57,130.0,
2023-03-14,6065,4.29,206.0,
2023-03-15,3786,2.88,147.0,
2023-03-16,8612,6.35,284.0,
2023-03-17,4067,3.24,165.0,
2023-03-18,22174,15.54,658.0,
2023-03-19,8612,6.39,378.0,
2023-03-20,12768,9.14,419.0,
2023-03-21,5773,4.37,228.0,
2023-03-22,3630,2.75,138.0,
2023-03-23,5318,4.09,211.0,
2023-03-24,3035,2.25,113.0,
2023-03-25,4664,3.7,178.0,
2023-03-26,9324,6.5,282.0,
2023-03-27,6992,5.24,249.0,
2023-03-28,4152,3.26,177.0,
2023-03-29,9310,7.05,344.0,
2023-03-30,3244,2.36,150.0,
2023-03-31,6006,4.18,203.0,
2023-04-01,12265,8.35,389.0,
2023-04-02,12174,9.26,470.0,
2023-04-03,6132,4.24,191.0,
2023-04-04,10709,7.37,357.0,
2023-04-05,6127,4.27,201.0,
2023-04-06,6198,4.42,202.0,
2023-04-07,10544,7.45,345.0,
2023-04-08,5537,3.56,129.0,
2023-04-09,1747,1.15,43.0,
2023-04-10,2950,1.92,59.0,
2023-04-11,4317,2.91,103.0,
2023-04-12,6929,4.34,169.0,
2023-04-13,3156,2.16,90.0,
2023-04-14,2504,1.75,62.0,
2023-04-15,4395,2.97,144.0,
2023-04-16,11272,8.31,421.0,
2023-04-17,9567,7.14,331.0,
2023-04-18,895,0.62,29.0,
2023-04-19,3895,3.0,153.0,
2023-04-20,4812,3.52,188.0,
2023-04-21,3322,2.48,137.0,
2023-04-22,11254,8.49,469.0,
2023-04-23,2854,2.11,93.0,
2023-04-24,4217,2.94,142.0,
2023-04-25,7979,5.6,280.0,
2023-04-26,6550,4.95,246.0,
2023-04-27,6286,4.44,216.0,
2023-04-28,3055,2.26,113.0,
2023-04-29,10983,8.37,396.0,
2023-04-30,4834,3.42,152.0,
2023-05-01,3916,2.86,138.0,
2023-05-02,8257,6.08,295.0,
2023-05-03,11353,8.51,418.0,
2023-05-04,9792,7.26,367.0,
2023-05-05,7472,5.09,246.0,
2023-05-06,16218,11.46,583.0,
2023-05-07,15975,11.56,528.0,
2023-05-08,3104,2.4,132.0,
2023-05-09,4757,3.42,174.0,
2023-05-10,5778,4.39,225.0,
2023-05-11,9263,6.65,319.0,
2023-05-12,9195,6.32,333.0,
2023-05-13,17407,11.95,528.0,
2023-05-14,13199,8.87,411.0,
2023-05-15,7068,5.3,273.0,
2023-05-16,6407,4.6,218.0,
2023-05-17,6889,5.3,285.0,
2023-05-18,14927,10.54,467.0,
2023-05-19,17798,11.84,506.0,
2023-05-20,3874,2.76,156.0,
2023-05-21,3593,2.57,103.0,
2023-05-22,5586,4.17,198.0,
2023-05-23,10613,7.4,420.0,
2023-05-24,575,0.37,17.0,
2023-05-25,3873,2.96,146.0,
2023-05-26,5684,4.5,231.0,
2023-05-27,6424,4.69,228.0,
2023-05-28,7162,5.11,237.0,
2023-05-29,10523,7.76,425.0,
2023-05-30,6769,4.95,238.0,
2023-05-31,7590,5.39,258.0,
2023-06-01,5243,3.93,183.0,
2023-06-02,10258,7.83,416.0,
2023-06-03,9961,8.09,403.0,
2023-06-04,13686,10.77,537.0,
2023-06-05,2166,1.41,62.0,
2023-06-06,4749,3.64,164.0,
2023-06-07,8198,6.5,337.0,
2023-06-08,9884,7.65,385.0,
2023-06-09,6866,5.02,238.0,
2023-06-10,11305,8.61,461.0,
2023-06-11,29679,22.91,1039.0,
2023-06-12,3501,2.31,97.0,
2023-06-13,137,0.1,2.0,
2023-06-14,6918,5.65,295.0,
2023-06-15,15075,11.44,565.0,
2023-06-16,4853,3.81,211.0,
2023-06-17,5792,4.55,229.0,
2023-06-18,7025,5.46,285.0,
2023-06-19,1569,1.14,80.0,
2023-06-20,12422,8.56,407.0,
2023-06-21,19297,13.29,584.0,
2023-06-22,16,0.01,0.0,
2023-06-23,10300,8.45,425.0,
2023-06-24,19399,12.45,484.0,
2023-06-25,4784,3.79,203.0,
2023-06-26,7442,5.53,275.0,
2023-06-27,5950,4.3,216.0,
2023-06-28,11802,8.72,390.0,
2023-06-29,6983,5.15,248.0,
2023-06-30,6510,4.97,241.0,
2023-07-01,11857,9.44,487.0,
2023-07-02,9824,6.84,298.0,
2023-07-03,3269,2.39,122.0,
2023-07-04,7122,4.95,255.0,
2023-07-05,5988,4.58,238.0,
2023-07-06,7747,5.87,318.0,
2023-07-07,10379,7.59,351.0,
2023-07-08,27843,20.15,998.0,
2023-07-09,6831,5.01,254.0,
2023-07-10,713,0.49,27.0,
2023-07-11,8852,6.04,309.0,
