Date,Steps,Distance_km,Active_Energy_kcal,Resting_Heart_Rate_bpm
2019-07-02,14457,9.27,0.0,
2019-07-03,4877,3.17,0.0,
2019-07-04,12883,8.36,0.0,
2019-07-05,13775,9.17,0.0,
2019-07-06,3485,2.15,0.0,
2019-07-07,14123,8.66,0.0,
2019-07-08,14919,9.24,0.0,
2019-07-09,3743,2.72,0.0,
2019-07-10,5972,3.92,0.0,
2019-07-11,16494,10.1,0.0,
2019-07-12,16295,10.52,0.0,
2019-07-13,10677,6.8,0.0,
2019-07-14,12304,8.07,0.0,
2019-07-15,4776,3.07,0.0,
2019-07-16,6654,4.45,0.0,
2019-07-17,5609,3.77,0.0,
2019-07-18,10585,7.25,0.0,
2019-07-19,9039,6.19,0.0,
2019-07-20,8653,5.91,0.0,
2019-07-21,15656,10.96,0.0,
2019-07-22,17206,12.34,0.0,
2019-07-23,7989,5.18,0.0,
2019-07-24,6054,3.8,0.0,
2019-07-25,2528,1.57,0.0,
2019-07-26,4209,2.78,0.0,
2019-07-27,14075,9.7,0.0,
2019-07-28,2701,1.7,0.0,
2019-07-29,6014,3.79,0.0,
2019-07-30,3139,1.95,0.0,
2019-07-31,2131,1.33,0.0,
2019-08-01,2444,1.58,0.0,
2019-08-02,1426,0.92,0.0,
2019-08-03,2648,1.94,0.0,
2019-08-04,803,0.57,0.0,
2019-08-05,5797,3.76,0.0,
2019-08-06,1965,1.41,0.0,
2019-08-07,2129,1.38,0.0,
2019-08-08,7947,5.08,0.0,
2019-08-09,6253,3.97,0.0,
2019-08-10,7436,4.87,0.0,
2019-08-11,11387,7.16,0.0,
2019-08-12,20942,13.88,0.0,
2019-08-13,5254,4.21,0.0,
2019-08-14,10271,7.05,0.0,
2019-08-15,1945,1.29,0.0,
2019-08-16,3789,2.42,0.0,
2019-08-17,1173,0.78,0.0,
2019-08-18,3220,2.04,0.0,
2019-08-19,2278,1.51,0.0,
2019-08-20,4411,2.92,0.0,
2019-08-21,3164,1.97,0.0,
2019-08-22,6354,3.96,0.0,
2019-08-23,5285,3.4,0.0,
2019-08-24,2190,1.51,0.0,
2019-08-25,3075,1.96,0.0,
2019-08-26,1526,0.98,0.0,
2019-08-27,5065,3.16,0.0,
2019-08-28,14028,9.31,0.0,
2019-08-29,8882,5.83,0.0,
2019-08-30,15134,9.91,0.0,
2019-08-31,23303,15.24,0.0,
2019-09-01,9092,6.78,0.0,
2019-09-02,24757,15.94,0.0,
2019-09-03,16974,11.72,0.0,
2019-09-04,8567,6.56,0.0,
2019-09-05,14041,9.21,0.0,
2019-09-06,14625,9.76,0.0,
2019-09-07,13265,8.35,0.0,
2019-09-08,5735,3.93,0.0,
2019-09-09,10348,6.71,0.0,
2019-09-10,13566,9.57,0.0,
2019-09-11,16865,12.33,0.0,
2019-09-12,9655,6.24,0.0,
2019-09-13,9542,6.29,0.0,
2019-09-14,15493,10.4,0.0,
2019-09-15,1275,0.92,0.0,
2019-09-16,11958,8.16,0.0,
2019-09-17,17303,12.53,0.0,
2019-09-18,11710,8.3,0.0,
2019-09-19,4871,3.14,0.0,
2019-09-20,8176,5.93,0.0,
2019-09-21,11719,7.16,0.0,
2019-09-22,1919,1.31,0.0,
2019-09-23,9649,6.62,0.0,
2019-09-24,5898,4.21,0.0,
2019-09-25,4265,2.84,0.0,
2019-09-26,4970,3.34,0.0,
2019-09-27,10214,6.9,0.0,
2019-09-28,2343,1.56,0.0,
2019-09-29,3634,2.51,0.0,
2019-09-30,4714,3.11,0.0,
2019-10-01,9646,6.5,0.0,
2019-10-02,7449,5.12,0.0,
2019-10-03,11971,8.17,0.0,
2019-10-04,14614,9.62,0.0,
2019-10-05,6873,4.59,0.0,
2019-10-06,9991,6.94,0.0,
2019-10-07,5890,4.12,0.0,
2019-10-08,8403,5.91,0.0,
2019-10-09,8157,5.66,0.0,
2019-10-10,6724,5.08,0.0,
2019-10-11,9042,6.22,0.0,
2019-10-12,9421,6.06,0.0,
2019-10-13,3282,2.71,0.0,
2019-10-14,4783,3.06,0.0,
2019-10-15,3742,2.49,0.0,
2019-10-16,6443,4.4,0.0,
2019-10-17,8191,5.59,0.0,
2019-10-18,12114,8.88,0.0,
2019-10-19,12680,8.23,0.0,
2019-10-20,11770,7.82,0.0,
2019-10-21,5335,3.65,0.0,
2019-10-22,7926,5.0,0.0,
2019-10-23,3064,2.04,0.0,
2019-10-24,13959,10.17,0.0,
2019-10-25,5725,3.84,0.0,
2019-10-26,10438,7.04,0.0,
2019-10-27,1990,1.41,0.0,
2019-10-28,3378,2.41,0.0,
2019-10-29,1120,0.72,0.0,
2019-10-30,2813,1.84,0.0,
2019-10-31,4606,3.22,0.0,
2019-11-01,5814,4.18,0.0,
2019-11-02,3600,2.65,0.0,
2019-11-03,2712,1.8,0.0,
2019-11-04,4540,2.96,0.0,
2019-11-05,4443,2.94,0.0,
2019-11-06,5046,3.35,0.0,
2019-11-07,7394,5.49,0.0,
2019-11-08,4959,3.47,0.0,
2019-11-09,11403,8.15,0.0,
2019-11-10,5883,3.99,0.0,
2019-11-11,14520,10.82,0.0,
2019-11-12,10255,7.26,0.0,
2019-11-13,10573,7.38,0.0,
2019-11-14,18248,13.18,0.0,
2019-11-15,5223,3.83,0.0,
2019-11-16,737,0.48,0.0,
2019-11-17,8840,5.95,0.0,
2019-11-18,8842,5.75,0.0,
2019-11-19,5518,3.67,0.0,
2019-11-20,6327,4.37,0.0,
2019-11-21,6852,4.8,0.0,
2019-11-22,4485,3.09,0.0,
2019-11-23,9726,7.21,0.0,
2019-11-24,2677,1.79,0.0,
2019-11-25,8487,5.99,0.0,
2019-11-26,7477,5.59,0.0,
2019-11-27,6033,4.13,0.0,
2019-11-28,10604,7.6,0.0,
2019-11-29,10785,7.2,0.0,
2019-11-30,12024,8.7,0.0,
2019-12-01,7005,4.9,0.0,
2019-12-02,9348,7.2,0.0,
2019-12-03,5375,3.83,0.0,
2019-12-04,4482,3.18,0.0,
2019-12-05,12793,8.77,0.0,
2019-12-06,6793,5.22,0.0,
2019-12-07,6987,4.8,0.0,
2019-12-08,1294,0.87,0.0,
2019-12-09,4802,3.41,0.0,
2019-12-10,4086,2.89,0.0,
2019-12-11,6370,4.77,0.0,
2019-12-12,8351,5.85,0.0,
2019-12-13,6922,4.98,0.0,
2019-12-14,890,0.65,0.0,
2019-12-15,5248,3.33,0.0,
2019-12-16,4719,3.53,0.0,
2019-12-17,7643,5.54,0.0,
2019-12-18,8260,5.98,0.0,
2019-12-19,10613,8.32,0.0,
2019-12-20,13274,10.01,0.0,
2019-12-21,8403,5.96,0.0,
2019-12-22,5195,3.71,0.0,
2019-12-23,4475,3.01,0.0,
2019-12-24,12954,9.6,0.0,
2019-12-25,3442,2.24,0.0,
2019-12-26,7841,5.77,0.0,
2019-12-27,5809,4.49,0.0,
2019-12-28,11812,8.64,0.0,
2019-12-29,3420,2.45,0.0,
2019-12-30,1739,1.2,0.0,
2019-12-31,4752,3.38,0.0,
2020-01-01,4117,3.06,0.0,
2020-01-02,3163,2.22,0.0,
2020-01-03,7190,5.52,0.0,
2020-01-04,4143,3.23,0.0,
2020-01-05,3964,3.0,0.0,
2020-01-06,3183,2.25,0.0,
2020-01-07,4429,3.14,0.0,
2020-01-08,5132,3.66,0.0,
2020-01-09,3324,2.29,0.0,
2020-01-10,5017,3.73,0.0,
2020-01-11,6129,4.39,0.0,
2020-01-12,3283,2.32,0.0,
2020-01-13,5803,4.24,0.0,
2020-01-14,5877,4.56,0.0,
2020-01-15,12792,9.1,0.0,
2020-01-16,7098,5.41,0.0,
2020-01-17,6754,4.92,0.0,
2020-01-18,2097,1.6,0.0,
2020-01-19,1533,1.11,0.0,
2020-01-20,4751,3.71,0.0,
2020-01-21,6180,4.56,0.0,
2020-01-22,6547,4.74,0.0,
2020-01-23,6487,4.92,0.0,
2020-01-24,6138,4.91,0.0,
2020-01-25,5504,4.46,0.0,
2020-01-26,5920,4.5,0.0,
2020-01-27,4843,3.75,0.0,
2020-01-28,4773,3.78,0.0,
2020-01-29,3416,2.55,0.0,
2020-01-30,13604,10.5,0.0,
2020-01-31,8646,6.87,0.0,
2020-02-01,10555,8.33,0.0,
2020-02-02,4251,3.29,0.0,
2020-02-03,13184,10.82,0.0,
2020-02-04,5780,4.44,0.0,
2020-02-05,8992,6.6,0.0,
2020-02-06,2767,2.19,0.0,
2020-02-07,5331,4.06,0.0,
2020-02-08,6071,4.74,0.0,
2020-02-09,4618,3.57,0.0,
2020-02-10,5619,4.23,0.0,
2020-02-11,7670,5.51,0.0,
2020-02-12,9869,7.65,0.0,
2020-02-13,4879,3.6,0.0,
2020-02-14,8241,6.34,0.0,
2020-02-15,1922,1.37,0.0,
2020-02-16,3522,2.48,0.0,
2020-02-17,6352,4.23,0.0,
2020-02-18,6938,5.45,0.0,
2020-02-19,8395,6.42,0.0,
2020-02-20,5719,4.35,0.0,
2020-02-21,8444,6.72,0.0,
2020-02-22,5778,4.25,0.0,
2020-02-23,10217,7.12,0.0,
2020-02-24,12789,8.63,0.0,
2020-02-25,5404,3.81,0.0,
2020-02-26,8374,6.01,0.0,
2020-02-27,12107,8.17,0.0,
2020-02-28,10292,6.89,0.0,
2020-02-29,3739,2.8,0.0,
2020-03-01,3511,2.35,0.0,
2020-03-02,6169,4.3,0.0,
2020-03-03,10085,7.47,0.0,
2020-03-04,7839,5.81,0.0,
2020-03-05,4882,3.55,0.0,
2020-03-06,4339,3.46,0.0,
2020-03-07,5421,4.08,0.0,
2020-03-08,15603,11.52,0.0,
2020-03-09,4866,3.78,0.0,
2020-03-10,5147,3.8,0.0,
2020-03-11,6005,4.6,0.0,
2020-03-12,6453,4.67,0.0,
2020-03-13,3786,2.85,0.0,
2020-03-14,6534,4.92,0.0,
2020-03-15,5878,4.19,0.0,
2020-03-16,3442,2.55,0.0,
2020-03-17,2381,1.65,0.0,
2020-03-18,1024,0.73,0.0,
2020-03-19,902,0.59,0.0,
2020-03-20,1209,0.88,0.0,
2020-03-21,990,0.69,0.0,
2020-03-22,1333,0.93,0.0,
2020-03-23,2186,1.57,0.0,
2020-03-24,1802,1.3,0.0,
2020-03-25,1077,0.7,0.0,
2020-03-26,977,0.68,0.0,
2020-03-27,678,0.43,0.0,
2020-03-28,1324,0.91,0.0,
2020-03-29,1286,0.85,0.0,
2020-03-30,1475,1.01,0.0,
2020-03-31,985,0.61,0.0,
2020-04-01,1292,0.89,0.0,
2020-04-02,747,0.52,0.0,
2020-04-03,1091,0.76,0.0,
2020-04-04,1650,1.11,0.0,
2020-04-05,2532,1.8,0.0,
2020-04-06,1085,0.76,0.0,
2020-04-07,1120,0.8,0.0,
2020-04-08,4657,3.25,0.0,
2020-04-09,1420,1.01,0.0,
2020-04-10,3497,2.63,0.0,
2020-04-11,2636,1.72,0.0,
2020-04-12,2253,1.59,0.0,
2020-04-13,1751,1.19,0.0,
2020-04-14,3167,2.33,0.0,
2020-04-15,2822,2.07,0.0,
2020-04-16,4956,3.47,0.0,
2020-04-17,4681,3.04,0.0,
2020-04-18,4141,2.98,0.0,
2020-04-19,188,0.13,0.0,
2020-04-20,2036,1.35,0.0,
2020-04-21,810,0.56,0.0,
2020-04-22,1672,1.13,0.0,
2020-04-23,802,0.57,0.0,
2020-04-24,2353,1.57,0.0,
2020-04-25,2033,1.37,0.0,
2020-04-26,3361,2.27,0.0,
2020-04-27,1238,0.83,0.0,
2020-04-28,2184,1.54,0.0,
2020-04-29,1742,1.18,0.0,
2020-04-30,3306,2.26,0.0,
2020-05-01,1249,0.9,0.0,
2020-05-02,1656,1.08,0.0,
2020-05-03,1878,1.21,0.0,
2020-05-04,1415,1.01,0.0,
2020-05-05,1316,0.91,0.0,
2020-05-06,646,0.48,0.0,
2020-05-07,1184,0.81,0.0,
2020-05-08,580,0.41,0.0,
2020-05-09,2008,1.4,0.0,
2020-05-10,1710,1.1,0.0,
2020-05-11,1402,0.94,0.0,
2020-05-12,1022,0.71,0.0,
2020-05-13,3054,2.22,0.0,
2020-05-14,971,0.68,0.0,
2020-05-15,1017,0.65,0.0,
2020-05-16,2724,1.78,0.0,
2020-05-17,903,0.59,0.0,
2020-05-18,872,0.62,0.0,
2020-05-19,678,0.5,0.0,
2020-05-20,2556,1.56,0.0,
2020-05-21,4024,2.76,0.0,
2020-05-22,9793,9.87,0.0,
2020-05-23,3083,1.93,0.0,
2020-05-24,12947,10.14,0.0,
2020-05-25,1025,0.7,0.0,
2020-05-26,7330,7.54,0.0,
2020-05-27,363,0.26,0.0,
2020-05-28,9114,9.05,0.0,
2020-05-29,2350,1.69,0.0,
2020-05-30,3167,2.24,0.0,
2020-05-31,1772,1.27,0.0,
2020-06-01,9387,6.74,0.0,
2020-06-02,7033,4.84,0.0,
2020-06-03,6556,4.3,0.0,
2020-06-04,10590,9.89,0.0,
2020-06-05,4543,3.07,0.0,
2020-06-06,4177,2.6,0.0,
2020-06-07,3034,2.05,0.0,
2020-06-08,13407,8.63,0.0,
2020-06-09,11070,6.97,0.0,
2020-06-10,6676,4.48,0.0,
2020-06-11,2464,1.6,0.0,
2020-06-12,4677,3.29,0.0,
2020-06-13,5431,3.5,0.0,
2020-06-14,5621,3.65,0.0,
2020-06-15,3471,2.2,0.0,
2020-06-16,2843,2.02,0.0,
2020-06-17,4544,3.0,0.0,
2020-06-18,2759,1.91,0.0,
2020-06-19,11586,8.94,0.0,
2020-06-20,4028,2.71,0.0,
2020-06-21,3582,2.48,0.0,
2020-06-22,16540,12.43,0.0,
2020-06-23,10883,10.44,0.0,
2020-06-24,11152,6.98,0.0,
2020-06-25,4150,2.77,0.0,
2020-06-26,6965,4.68,0.0,
2020-06-27,4781,2.96,0.0,
2020-06-28,1611,1.03,0.0,
2020-06-29,5379,5.15,0.0,
2020-06-30,5726,4.94,0.0,
2020-07-01,7050,6.83,0.0,
2020-07-02,6553,5.89,0.0,
2020-07-03,3777,2.42,0.0,
2020-07-04,8296,9.16,0.0,
2020-07-05,4461,2.92,0.0,
2020-07-06,8166,5.09,0.0,
2020-07-07,3827,2.63,0.0,
2020-07-08,10784,9.65,0.0,
2020-07-09,4300,2.94,0.0,
2020-07-10,11652,12.19,0.0,
2020-07-11,7728,5.09,0.0,
2020-07-12,4854,3.26,0.0,
2020-07-13,12345,10.97,0.0,
2020-07-14,7022,5.5,0.0,
2020-07-15,6434,4.22,0.0,
2020-07-16,2959,1.94,0.0,
2020-07-17,7635,4.99,0.0,
2020-07-18,3593,2.47,0.0,
2020-07-19,4781,3.24,0.0,
2020-07-20,9463,8.02,0.0,
2020-07-21,16116,13.2,0.0,
2020-07-22,8978,6.37,0.0,
2020-07-23,14904,13.09,0.0,
2020-07-24,5223,3.67,0.0,
2020-07-25,6502,4.27,0.0,
2020-07-26,7811,5.16,0.0,
2020-07-27,7469,5.13,0.0,
2020-07-28,4312,3.19,0.0,
2020-07-29,7148,5.89,0.0,
2020-07-30,7445,5.88,0.0,
2020-07-31,8601,6.09,0.0,
2020-08-01,12276,10.26,0.0,
2020-08-02,1574,1.05,0.0,
2020-08-03,9118,6.47,0.0,
2020-08-04,2507,1.73,0.0,
2020-08-05,2906,1.82,0.0,
2020-08-06,4174,3.52,0.0,
2020-08-07,8505,7.44,0.0,
2020-08-08,3465,2.39,0.0,
2020-08-09,2409,1.73,0.0,
2020-08-10,2163,1.43,0.0,
2020-08-11,2727,1.95,0.0,
2020-08-12,2612,1.78,0.0,
2020-08-13,12139,9.53,0.0,
2020-08-14,8187,5.7,0.0,
2020-08-15,5085,3.25,0.0,
2020-08-16,7977,5.52,0.0,
2020-08-17,2566,1.64,0.0,
2020-08-18,8921,6.22,0.0,
2020-08-19,20533,15.44,0.0,
2020-08-20,9639,6.8,0.0,
2020-08-21,4804,3.35,0.0,
2020-08-22,891,0.6,0.0,
2020-08-23,9920,7.28,0.0,
2020-08-24,13955,10.09,0.0,
2020-08-25,13645,9.52,0.0,
2020-08-26,10435,7.19,0.0,
2020-08-27,19936,14.68,0.0,
2020-08-28,24887,16.92,0.0,
2020-08-29,9246,6.4,0.0,
2020-08-30,9108,6.02,0.0,
2020-08-31,10509,7.12,0.0,
2020-09-01,8007,5.58,0.0,
2020-09-02,5326,3.89,0.0,
2020-09-03,10800,7.88,0.0,
2020-09-04,16767,12.95,0.0,
2020-09-05,12368,9.06,0.0,
2020-09-06,5983,4.58,0.0,
2020-09-07,11249,7.98,0.0,
2020-09-08,13694,10.16,0.0,
2020-09-09,10499,8.01,0.0,
2020-09-10,15617,12.04,0.0,
2020-09-11,5761,3.98,0.0,
2020-09-12,14843,10.64,0.0,
2020-09-13,10880,8.24,0.0,
2020-09-14,14334,10.83,0.0,
2020-09-15,10376,7.21,0.0,
2020-09-16,4561,3.21,0.0,
2020-09-17,6776,4.52,0.0,
2020-09-18,8598,6.29,0.0,
2020-09-19,8882,6.32,0.0,
2020-09-20,2849,2.05,0.0,
2020-09-21,5756,4.44,0.0,
2020-09-22,6340,4.81,0.0,
2020-09-23,17015,12.76,0.0,
2020-09-24,8247,6.2,0.0,
2020-09-25,3256,2.08,0.0,
2020-09-26,7489,5.69,0.0,
2020-09-27,3951,2.87,0.0,
2020-09-28,1064,0.79,0.0,
2020-09-29,13220,13.28,0.0,
2020-09-30,6388,4.51,0.0,
2020-10-01,21143,20.89,604.0,
2020-10-02,8994,6.41,0.0,
2020-10-03,11820,8.56,0.0,
2020-10-04,5281,3.72,0.0,
2020-10-05,20736,20.95,587.0,
2020-10-06,6258,4.52,0.0,
2020-10-07,21225,20.82,587.0,
2020-10-08,6815,4.86,0.0,
2020-10-09,20861,19.18,292.0,
2020-10-10,8763,5.88,0.0,
2020-10-11,1206,0.82,0.0,
2020-10-12,5607,4.12,0.0,
2020-10-13,10235,7.74,0.0,
2020-10-14,3854,2.72,0.0,
2020-10-15,6779,4.97,0.0,
2020-10-16,13547,9.03,0.0,
2020-10-17,3657,2.41,0.0,
2020-10-18,7831,5.76,0.0,
2020-10-19,6534,4.48,0.0,
2020-10-20,5173,3.42,0.0,
2020-10-21,16369,15.99,431.0,
2020-10-22,209,0.15,0.0,
2020-10-23,6390,4.45,0.0,
2020-10-24,4478,3.04,0.0,
2020-10-25,2869,2.14,0.0,
2020-10-26,6548,4.64,0.0,
2020-10-27,3133,2.37,0.0,
2020-10-28,8432,6.43,0.0,
2020-10-29,5723,3.99,0.0,
2020-10-30,2511,1.78,0.0,
2020-10-31,7419,6.71,0.0,
2020-11-01,4868,3.38,0.0,
2020-11-02,4117,3.08,0.0,
2020-11-03,12824,13.37,386.0,
2020-11-04,1411,0.96,0.0,
2020-11-05,6794,4.76,0.0,
2020-11-06,3182,2.4,0.0,
2020-11-07,20691,21.1,603.0,
2020-11-08,4342,2.94,0.0,
2020-11-09,20098,20.22,397.0,
2020-11-10,1046,0.71,0.0,
2020-11-11,20117,20.6,581.0,
2020-11-12,787,0.49,0.0,
2020-11-13,16595,18.58,568.0,
2020-11-14,3752,2.52,0.0,
2020-11-15,8793,6.14,0.0,
2020-11-16,19915,20.06,498.0,
2020-11-17,1369,0.83,0.0,
2020-11-18,5552,4.16,0.0,
2020-11-19,17245,17.7,341.0,
2020-11-20,2629,1.9,0.0,
2020-11-21,7584,5.94,0.0,
2020-11-22,1673,1.11,0.0,
2020-11-23,8247,5.73,0.0,
2020-11-24,8754,8.63,0.0,
2020-11-25,3307,2.46,0.0,
2020-11-26,9582,9.33,0.0,
2020-11-27,12073,8.8,0.0,
2020-11-28,17772,16.17,0.0,
2020-11-29,3453,2.37,0.0,
2020-11-30,6735,5.3,0.0,
2020-12-01,10410,7.54,0.0,
2020-12-02,3766,2.89,0.0,
2020-12-03,1464,1.15,0.0,
2020-12-04,2453,1.95,0.0,
2020-12-05,3379,2.58,0.0,
2020-12-06,3114,2.19,0.0,
2020-12-07,1975,1.37,0.0,
2020-12-08,3412,2.55,0.0,
2020-12-09,1147,0.8,0.0,
2020-12-10,319,0.23,0.0,
2020-12-11,2546,1.91,0.0,
2020-12-12,6363,4.15,0.0,
2020-12-13,4847,3.69,0.0,
2020-12-14,1380,1.07,0.0,
2020-12-15,2628,1.9,0.0,
2020-12-16,3646,2.44,0.0,
2020-12-17,6620,4.9,0.0,
2020-12-18,11814,7.89,0.0,
2020-12-19,6344,5.67,0.0,
2020-12-20,3921,2.44,0.0,
2020-12-21,1500,1.0,0.0,
2020-12-22,7916,5.63,0.0,
2020-12-23,1938,1.27,0.0,
2020-12-24,9522,6.24,0.0,
2020-12-25,4073,2.49,0.0,
2020-12-26,7497,5.02,0.0,
2020-12-27,11287,11.28,259.0,
2020-12-28,18142,13.39,0.0,
2020-12-29,1022,0.68,0.0,
2020-12-30,4158,2.73,0.0,
2020-12-31,3082,2.14,0.0,
2021-01-01,748,0.5,0.0,
2021-01-02,3268,2.09,0.0,
2021-01-03,3321,2.16,0.0,
2021-01-04,4113,2.8,0.0,
2021-01-05,3932,2.81,0.0,
2021-01-06,3412,2.16,0.0,
2021-01-07,4135,2.65,0.0,
2021-01-08,2726,1.79,0.0,
2021-01-09,6007,4.48,0.0,
2021-01-10,8374,5.33,0.0,
2021-01-11,2148,1.54,0.0,
2021-01-12,3184,2.41,0.0,
2021-01-13,13230,8.94,0.0,
2021-01-14,2059,1.33,0.0,
2021-01-15,3478,2.52,0.0,
2021-01-16,4016,2.85,0.0,
2021-01-17,666,0.43,0.0,
2021-01-18,4292,2.91,0.0,
2021-01-19,3845,2.76,0.0,
2021-01-20,10353,7.72,0.0,
2021-01-21,3186,2.57,0.0,
2021-01-22,11237,8.13,0.0,
2021-01-23,14806,9.91,0.0,
2021-01-24,10309,6.88,0.0,
2021-01-25,6435,4.51,0.0,
2021-01-26,7354,5.27,0.0,
2021-01-27,7245,4.97,0.0,
2021-01-28,4552,3.31,0.0,
2021-01-29,8150,6.36,0.0,
2021-01-30,4236,2.89,0.0,
2021-01-31,11923,8.54,0.0,
2021-02-01,3681,2.76,0.0,
2021-02-02,1711,1.14,0.0,
2021-02-03,4619,3.48,0.0,
2021-02-04,16965,11.96,0.0,
2021-02-05,7425,5.76,0.0,
2021-02-06,8740,6.6,0.0,
2021-02-07,4325,3.1,0.0,
2021-02-08,2423,1.63,0.0,
2021-02-09,8723,6.44,0.0,
2021-02-10,6435,4.19,0.0,
2021-02-11,5690,4.02,0.0,
2021-02-12,6270,4.38,0.0,
2021-02-13,10027,6.6,0.0,
2021-02-14,9164,6.21,0.0,
2021-02-15,4809,3.43,0.0,
2021-02-16,1750,1.17,0.0,
2021-02-17,4179,3.16,0.0,
2021-02-18,9726,7.0,0.0,
2021-02-19,15478,11.34,0.0,
2021-02-20,2948,1.98,0.0,
2021-02-21,7385,4.94,0.0,
2021-02-22,345,0.22,0.0,
2021-02-23,5985,4.14,0.0,
2021-02-24,4237,3.32,0.0,
2021-02-25,5779,3.67,0.0,
2021-02-26,19735,14.15,0.0,
2021-02-27,2764,1.98,0.0,
2021-02-28,6462,5.23,0.0,
2021-03-01,3756,2.82,0.0,
2021-03-02,9435,7.33,0.0,
2021-03-03,9599,6.9,0.0,
2021-03-04,4792,3.54,0.0,
2021-03-05,7854,6.5,0.0,
2021-03-06,4974,3.48,0.0,
2021-03-07,5535,4.2,0.0,
2021-03-08,7881,5.68,0.0,
2021-03-09,4888,3.68,0.0,
2021-03-10,5341,3.51,0.0,
2021-03-11,4153,3.09,0.0,
2021-03-12,4878,4.08,0.0,
2021-03-13,4025,2.8,0.0,
2021-03-14,1107,0.85,0.0,
2021-03-15,7960,5.59,0.0,
2021-03-16,8485,6.43,0.0,
2021-03-17,11554,8.5,0.0,
2021-03-18,4799,3.71,0.0,
2021-03-19,10779,7.87,0.0,
2021-03-20,26279,17.49,0.0,
2021-03-21,3531,2.4,0.0,
2021-03-22,3443,2.73,0.0,
2021-03-23,8317,6.0,0.0,
2021-03-24,5469,4.17,0.0,
2021-03-25,9682,6.55,0.0,
2021-03-26,7573,5.92,0.0,
2021-03-27,10405,7.44,0.0,
2021-03-28,8455,5.62,0.0,
2021-03-29,2200,1.4,0.0,
2021-03-30,3597,2.65,0.0,
2021-03-31,7205,4.99,0.0,
2021-04-01,7483,5.58,0.0,
2021-04-02,5993,3.99,0.0,
2021-04-03,8485,5.9,0.0,
2021-04-04,1899,1.37,0.0,
2021-04-05,10634,9.16,0.0,
2021-04-06,5294,4.06,0.0,
2021-04-07,7155,5.08,0.0,
2021-04-08,5668,3.78,0.0,
2021-04-09,7354,5.16,0.0,
2021-04-10,8680,5.97,0.0,
2021-04-11,5856,4.43,0.0,
2021-04-12,6444,4.66,0.0,
2021-04-13,9871,7.13,0.0,
2021-04-14,5575,3.91,0.0,
2021-04-15,6085,4.56,0.0,
2021-04-16,6507,4.42,0.0,
2021-04-17,3481,2.71,0.0,
2021-04-18,9888,6.62,0.0,
2021-04-19,8042,5.54,0.0,
2021-04-20,4595,3.56,0.0,
2021-04-21,9190,6.76,0.0,
2021-04-22,5504,3.75,0.0,
2021-04-23,7593,5.82,0.0,
2021-04-24,14824,9.58,0.0,
2021-04-25,362,0.26,0.0,
2021-04-26,1152,0.87,0.0,
2021-04-27,2790,2.11,0.0,
2021-04-28,6890,5.42,0.0,
2021-04-29,3158,2.44,0.0,
2021-04-30,558,0.4,0.0,
2021-05-01,4043,2.79,0.0,
2021-05-02,1897,1.24,0.0,
2021-05-03,6700,4.83,0.0,
2021-05-04,6079,4.15,0.0,
2021-05-05,5448,3.64,0.0,
2021-05-06,4035,2.64,0.0,
2021-05-07,10661,7.66,0.0,
2021-05-08,4223,2.68,0.0,
2021-05-09,2233,1.55,0.0,
2021-05-10,8684,6.07,0.0,
2021-05-11,6489,4.32,0.0,
2021-05-12,14452,10.78,0.0,
2021-05-13,8023,5.52,0.0,
2021-05-14,18023,12.77,0.0,
2021-05-15,23398,15.43,0.0,
2021-05-16,2936,2.25,0.0,
2021-05-17,7408,5.24,0.0,
2021-05-18,6423,4.99,0.0,
2021-05-19,7464,5.6,0.0,
2021-05-20,4128,2.64,0.0,
2021-05-21,4378,2.74,0.0,
2021-05-22,3634,2.45,0.0,
2021-05-23,6331,5.24,0.0,
2021-05-24,3027,1.83,0.0,
2021-05-25,3738,2.58,0.0,
2021-05-26,4958,3.26,0.0,
2021-05-27,4149,2.77,0.0,
2021-05-28,2670,1.84,0.0,
2021-05-29,6674,4.57,0.0,
2021-05-30,11887,9.1,0.0,
2021-05-31,8879,6.24,0.0,
2021-06-01,6099,4.67,0.0,
2021-06-02,7012,4.77,0.0,
2021-06-03,11220,8.15,0.0,
2021-06-04,8459,5.88,0.0,
2021-06-05,1480,1.01,0.0,
2021-06-06,2562,1.78,0.0,
2021-06-07,9381,6.77,0.0,
2021-06-08,6266,4.3,0.0,
2021-06-09,5668,3.75,0.0,
2021-06-10,10163,7.82,0.0,
2021-06-11,4059,3.34,0.0,
2021-06-12,3200,2.49,0.0,
2021-06-13,185,0.11,0.0,
2021-06-14,9487,6.6,0.0,
2021-06-15,7328,5.14,0.0,
2021-06-16,7242,5.27,0.0,
2021-06-17,7778,5.41,0.0,
2021-06-18,8472,5.99,0.0,
2021-06-19,4788,3.33,0.0,
2021-06-20,7984,5.16,0.0,
2021-06-21,13856,9.69,0.0,
2021-06-22,10618,7.38,0.0,
2021-06-23,7053,4.93,0.0,
2021-06-24,12065,8.54,0.0,
2021-06-25,13256,9.61,0.0,
2021-06-26,19844,13.29,0.0,
2021-06-27,11821,7.13,0.0,
2021-06-28,2987,1.91,0.0,
2021-06-29,4447,3.26,0.0,
2021-06-30,8430,6.37,0.0,
2021-07-01,4556,3.44,0.0,
2021-07-02,9080,6.47,0.0,
2021-07-03,10320,7.62,0.0,
2021-07-04,26630,17.36,0.0,
2021-07-05,6088,4.41,0.0,
2021-07-06,8615,6.53,0.0,
