Date,Session_Type,Exercise,Set,Reps,Weight_kg,Total_Volume_kg,e1RM_kg,Duration_s,Activity_ID
2026-07-16,Legs,Lateral Raise,2,20,12.0,240.0,20.0,48.3,23622101963
2026-07-16,Legs,Lateral Raise,3,20,12.0,240.0,20.0,38.3,23622101963
2026-07-16,Legs,Lat Pulldown,5,40,10.0,400.0,23.3,59.1,23622101963
2026-07-16,Legs,Bench Dip,1,40,12.0,480.0,28.0,62.2,23622101963
2026-07-16,Legs,Bench Dip,2,20,12.0,240.0,20.0,59.7,23622101963
2026-07-16,Legs,Triceps Pressdown,4,10,17.5,175.0,23.3,32.2,23622101963
2026-07-16,Legs,Triceps Pressdown,5,10,20.0,200.0,26.7,32.4,23622101963
2026-07-16,Legs,Triceps Pressdown,6,8,20.0,160.0,25.3,45.1,23622101963
2026-07-16,Legs,Sit Up,1,14,0.0,0.0,0.0,58.8,23622101963
2026-07-16,Legs,Sit Up,2,12,0.0,0.0,0.0,49.3,23622101963
2026-07-16,Legs,Sit Up,3,12,0.0,0.0,0.0,48.1,23622101963
2026-07-16,Legs,Cable Crossover,1,20,14.0,280.0,23.3,29.6,23622101963
2026-07-16,Legs,Cable Crossover,2,20,14.0,280.0,23.3,31.5,23622101963
2026-07-16,Legs,Cable Crossover,3,20,14.0,280.0,23.3,27.9,23622101963
2026-07-10,Legs,Unknown,1,38,0.0,0.0,0.0,118.7,23543150524
2026-07-10,Legs,Bench Press,1,8,44.0,352.0,55.7,57.1,23543150524
2026-07-10,Legs,Bench Press,2,8,48.0,384.0,60.8,52.0,23543150524
2026-07-10,Legs,Bench Press,3,8,48.0,384.0,60.8,48.5,23543150524
2026-07-10,Legs,Shoulder Press,1,4,48.0,192.0,54.4,39.0,23543150524
2026-07-10,Legs,Bench Press,4,10,20.0,200.0,26.7,39.3,23543150524
2026-07-10,Legs,Bench Press,5,10,28.0,280.0,37.3,43.8,23543150524
2026-07-10,Legs,Bench Press,6,6,36.0,216.0,43.2,49.1,23543150524
2026-07-10,Legs,Cable Crossover,1,10,17.0,170.0,22.7,47.7,23543150524
2026-07-10,Legs,Cable Crossover,2,8,22.5,180.0,28.5,32.6,23543150524
2026-07-10,Legs,Cable Crossover,3,8,22.5,180.0,28.5,39.1,23543150524
2026-07-10,Legs,Lateral Raise,1,12,12.0,144.0,16.8,36.5,23543150524
2026-07-10,Legs,Lateral Raise,2,12,12.0,144.0,16.8,47.9,23543150524
2026-07-10,Legs,Lateral Raise,3,12,16.0,192.0,22.4,46.5,23543150524
2026-07-10,Legs,Triceps Pressdown,1,10,21.5,215.0,28.7,30.4,23543150524
2026-07-10,Legs,Triceps Pressdown,2,8,25.0,200.0,31.7,22.9,23543150524
2026-07-10,Legs,Unknown,2,8,28.5,228.0,36.1,39.6,23543150524
2026-07-10,Legs,Triceps Extension,1,10,21.5,215.0,28.7,34.8,23543150524
2026-07-10,Legs,Triceps Extension,2,8,21.5,172.0,27.2,35.6,23543150524
2026-07-10,Legs,Triceps Extension,3,5,25.0,125.0,29.2,33.7,23543150524
2026-07-10,Legs,Cable Crossover,4,20,5.0,100.0,8.3,34.2,23543150524
2026-07-10,Legs,Unknown,3,0,0.0,0.0,0.0,15.6,23543150524
2026-07-10,Legs,Cable Crossover,5,25,5.0,125.0,9.2,34.0,23543150524
2026-07-10,Legs,Unknown,4,0,0.0,0.0,0.0,20.1,23543150524
2026-07-10,Legs,Cable Crossover,6,22,5.0,110.0,8.7,28.0,23543150524
2026-07-10,Legs,Unknown,5,0,0.0,0.0,0.0,22.5,23543150524
2026-07-08,Legs,Jumping Jacks,1,4,0.0,0.0,0.0,117.5,23524575402
2026-07-08,Legs,Seated Cable Row,1,10,42.5,425.0,56.7,29.1,23524575402
2026-07-08,Legs,Seated Cable Row,2,8,60.0,480.0,76.0,24.9,23524575402
2026-07-08,Legs,Seated Cable Row,3,7,70.0,490.0,86.3,34.8,23524575402
2026-07-08,Legs,Triceps Pressdown,1,10,25.0,250.0,33.3,46.9,23524575402
2026-07-08,Legs,Kettlebell Swing,1,10,30.0,300.0,40.0,43.1,23524575402
2026-07-08,Legs,Kettlebell Swing,2,8,35.0,280.0,44.3,40.6,23524575402
2026-07-08,Legs,Row,1,16,28.0,448.0,42.9,57.9,23524575402
2026-07-08,Legs,Row,2,16,28.0,448.0,42.9,44.7,23524575402
2026-07-08,Legs,Row,3,16,30.0,480.0,46.0,71.6,23524575402
2026-07-08,Legs,Curl,1,10,25.0,250.0,33.3,46.9,23524575402
2026-07-08,Legs,Curl,2,8,30.0,240.0,38.0,52.2,23524575402
2026-07-08,Legs,Curl,3,6,30.0,180.0,36.0,32.1,23524575402
2026-07-08,Legs,Lateral Raise,1,16,10.0,160.0,15.3,58.0,23524575402
2026-07-08,Legs,Curl,4,16,10.0,160.0,15.3,59.4,23524575402
2026-07-08,Legs,Curl,5,20,10.0,200.0,16.7,41.8,23524575402
2026-07-08,Legs,Bench Dip,1,40,12.0,480.0,28.0,62.9,23524575402
2026-07-08,Legs,Lat Pulldown,1,40,12.0,480.0,28.0,79.5,23524575402
2026-07-08,Legs,Bench Dip,2,40,12.0,480.0,28.0,72.3,23524575402
2026-07-08,Legs,Triceps Pressdown,2,10,20.0,200.0,26.7,25.8,23524575402
2026-07-08,Legs,Lateral Raise,2,10,20.0,200.0,26.7,36.8,23524575402
2026-07-08,Legs,Triceps Pressdown,3,8,20.0,160.0,25.3,25.7,23524575402
2026-07-07,Legs,Jumping Jacks,1,10,0.0,0.0,0.0,124.5,23506509498
2026-07-07,Legs,Squat,1,10,20.0,200.0,26.7,46.0,23506509498
2026-07-07,Legs,Squat,2,10,60.0,600.0,80.0,50.8,23506509498
2026-07-07,Legs,Squat,3,8,70.0,560.0,88.7,60.2,23506509498
2026-07-07,Legs,Squat,4,8,65.0,520.0,82.3,89.3,23506509498
2026-07-07,Legs,Unknown,1,20,20.0,400.0,33.3,36.4,23506509498
2026-07-07,Legs,Unknown,2,20,30.0,600.0,50.0,39.0,23506509498
2026-07-07,Legs,Unknown,3,16,35.0,560.0,53.7,43.7,23506509498
2026-07-07,Legs,Unknown,4,20,20.0,400.0,33.3,63.5,23506509498
2026-07-07,Legs,Unknown,5,16,35.0,560.0,53.7,45.8,23506509498
2026-07-07,Legs,Unknown,6,16,35.0,560.0,53.7,45.3,23506509498
2026-07-07,Legs,Unknown,7,10,80.0,800.0,106.7,17.1,23506509498
2026-07-07,Legs,Unknown,8,10,95.0,950.0,126.7,23.3,23506509498
2026-07-07,Legs,Unknown,9,10,105.0,1050.0,140.0,27.1,23506509498
2026-07-07,Legs,Cable Crossover,1,10,82.5,825.0,110.0,22.5,23506509498
2026-07-07,Legs,Unknown,10,10,100.0,1000.0,133.3,9.2,23506509498
2026-07-07,Legs,Unknown,11,10,102.5,1025.0,136.7,9.1,23506509498
2026-07-07,Legs,Unknown,12,20,65.0,1300.0,108.3,28.1,23506509498
2026-07-07,Legs,Unknown,13,20,65.0,1300.0,108.3,32.9,23506509498
2026-07-07,Legs,Unknown,14,17,70.0,1190.0,109.7,32.6,23506509498
2026-07-03,Legs,Unknown,1,16,0.0,0.0,0.0,155.4,23461274545
2026-07-03,Legs,Unknown,2,10,20.0,200.0,26.7,80.3,23461274545
2026-07-03,Legs,Bench Press,1,10,60.0,600.0,80.0,37.2,23461274545
2026-07-03,Legs,Bench Press,2,8,70.0,560.0,88.7,54.3,23461274545
2026-07-03,Legs,Bench Press,3,8,70.0,560.0,88.7,47.4,23461274545
2026-07-03,Legs,Cable Crossover,1,9,60.0,540.0,78.0,38.8,23461274545
2026-07-03,Legs,Cable Crossover,2,10,62.5,625.0,83.3,42.0,23461274545
2026-07-03,Legs,Cable Crossover,3,8,65.0,520.0,82.3,37.1,23461274545
2026-07-03,Legs,Bench Press,4,8,40.0,320.0,50.7,36.0,23461274545
2026-07-03,Legs,Bench Press,5,8,50.0,400.0,63.3,45.7,23461274545
2026-07-03,Legs,Triceps Extension,1,7,50.0,350.0,61.7,88.1,23461274545
2026-07-03,Legs,Push Up,1,10,80.0,800.0,106.7,38.2,23461274545
2026-07-03,Legs,Push Up,2,8,85.0,680.0,107.7,40.8,23461274545
2026-07-03,Legs,Push Up,3,8,90.0,720.0,114.0,44.8,23461274545
2026-07-03,Legs,Triceps Extension,2,10,17.5,175.0,23.3,42.4,23461274545
2026-07-03,Legs,Triceps Extension,3,8,21.5,172.0,27.2,47.1,23461274545
2026-07-03,Legs,Triceps Extension,4,7,25.0,175.0,30.8,33.3,23461274545
2026-07-02,Legs,Triceps Extension,1,8,0.0,0.0,0.0,57.7,23449496719
2026-07-02,Legs,Row,1,24,20.0,480.0,36.0,38.5,23449496719
2026-07-02,Legs,Row,2,20,25.0,500.0,41.7,56.4,23449496719
2026-07-02,Legs,Row,3,20,30.0,600.0,50.0,60.3,23449496719
2026-07-02,Legs,Triceps Pressdown,1,12,20.0,240.0,28.0,61.5,23449496719
2026-07-02,Legs,Triceps Pressdown,2,10,20.0,200.0,26.7,57.2,23449496719
2026-07-02,Legs,Kettlebell Swing,1,10,30.0,300.0,40.0,45.8,23449496719
2026-07-02,Legs,Seated Cable Row,1,10,42.5,425.0,56.7,34.9,23449496719
2026-07-02,Legs,Seated Cable Row,2,10,50.0,500.0,66.7,33.8,23449496719
2026-07-02,Legs,Seated Cable Row,3,8,60.0,480.0,76.0,42.3,23449496719
2026-07-02,Legs,Bench Dip,1,40,12.0,480.0,28.0,80.1,23449496719
2026-07-02,Legs,Triceps Pressdown,3,10,20.0,200.0,26.7,34.3,23449496719
2026-07-02,Legs,Bench Dip,2,40,12.0,480.0,28.0,75.7,23449496719
2026-07-02,Legs,Triceps Pressdown,4,12,20.0,240.0,28.0,31.2,23449496719
2026-07-02,Legs,Bench Dip,3,40,12.0,480.0,28.0,74.4,23449496719
2026-07-02,Legs,Triceps Pressdown,5,12,20.0,240.0,28.0,35.7,23449496719
2026-07-02,Legs,Curl,1,20,12.0,240.0,20.0,40.8,23449496719
2026-07-02,Legs,Curl,2,20,12.0,240.0,20.0,52.7,23449496719
2026-07-02,Legs,Curl,3,20,12.0,240.0,20.0,56.0,23449496719
2026-07-02,Legs,Curl,4,10,20.0,200.0,26.7,55.1,23449496719
2026-07-02,Legs,Curl,5,8,25.0,200.0,31.7,34.9,23449496719
2026-07-02,Legs,Curl,6,7,25.0,175.0,30.8,58.6,23449496719
2026-06-26,Legs,Push Up,1,12,0.0,0.0,0.0,63.7,23449037829
2026-06-26,Legs,Bench Press,1,12,20.0,240.0,28.0,29.8,23449037829
2026-06-26,Legs,Bench Press,2,10,60.0,600.0,80.0,43.4,23449037829
2026-06-26,Legs,Bench Press,3,8,70.0,560.0,88.7,43.6,23449037829
2026-06-26,Legs,Bench Press,4,7,75.0,525.0,92.5,43.8,23449037829
2026-06-26,Legs,Dumbbell Flye,1,20,8.0,160.0,13.3,54.1,23449037829
2026-06-26,Legs,Dumbbell Flye,2,10,20.0,200.0,26.7,61.9,23449037829
2026-06-26,Legs,Dumbbell Flye,3,10,24.0,240.0,32.0,61.6,23449037829
2026-06-26,Legs,Shoulder Press,1,11,24.0,264.0,32.8,33.4,23449037829
2026-06-26,Legs,Bench Press,5,10,40.0,400.0,53.3,35.5,23449037829
2026-06-26,Legs,Bench Press,6,8,50.0,400.0,63.3,38.4,23449037829
2026-06-26,Legs,Bench Press,7,7,55.0,385.0,67.8,36.7,23449037829
2026-06-26,Legs,Triceps Pressdown,1,8,21.5,172.0,27.2,32.0,23449037829
2026-06-26,Legs,Triceps Pressdown,2,8,25.0,200.0,31.7,32.1,23449037829
2026-06-26,Legs,Triceps Pressdown,3,8,25.0,200.0,31.7,39.5,23449037829
2026-06-26,Legs,Triceps Extension,1,7,21.5,150.5,26.5,36.8,23449037829
2026-06-26,Legs,Triceps Extension,2,7,21.5,150.5,26.5,34.8,23449037829
2026-06-26,Legs,Triceps Extension,3,8,21.5,172.0,27.2,34.9,23449037829
2026-06-26,Legs,Sit Up,1,16,5.0,80.0,7.7,47.2,23449037829
2026-06-26,Legs,Lateral Raise,1,14,5.0,70.0,7.3,68.2,23449037829
2026-06-26,Legs,Lateral Raise,2,16,5.0,80.0,7.7,60.9,23449037829
2026-06-26,Legs,Shoulder Press,2,10,20.0,200.0,26.7,37.2,23449037829
2026-06-26,Legs,Lat Pulldown,1,10,25.0,250.0,33.3,100.2,23449037829
2026-06-26,Legs,Lat Pulldown,2,8,30.0,240.0,38.0,39.8,23449037829
2026-06-26,Legs,Sit Up,2,15,0.0,0.0,0.0,59.3,23449037829
2026-06-26,Legs,Cable Crossover,1,20,5.0,100.0,8.3,41.6,23449037829
2026-06-26,Legs,Sit Up,3,20,0.0,0.0,0.0,42.4,23449037829
2026-06-26,Legs,Cable Crossover,2,20,5.0,100.0,8.3,33.9,23449037829
2026-06-26,Legs,Sit Up,4,20,0.0,0.0,0.0,57.9,23449037829
2026-06-26,Legs,Cable Crossover,3,20,5.0,100.0,8.3,32.2,23449037829
2026-06-24,Legs,Seated Cable Row,1,10,42.5,425.0,56.7,29.0,23359886065
2026-06-24,Legs,Seated Cable Row,2,10,50.0,500.0,66.7,27.6,23359886065
2026-06-24,Legs,Seated Cable Row,3,10,60.0,600.0,80.0,37.1,23359886065
2026-06-24,Legs,Triceps Pressdown,1,10,25.0,250.0,33.3,41.2,23359886065
2026-06-24,Legs,Triceps Pressdown,2,10,30.0,300.0,40.0,37.0,23359886065
2026-06-24,Legs,Triceps Pressdown,3,9,30.0,270.0,39.0,43.5,23359886065
2026-06-24,Legs,Curl,1,12,20.0,240.0,28.0,43.2,23359886065
2026-06-24,Legs,Curl,2,10,25.0,250.0,33.3,41.0,23359886065
2026-06-24,Legs,Curl,3,8,35.0,280.0,44.3,41.8,23359886065
2026-06-24,Legs,Lateral Raise,1,20,12.0,240.0,20.0,30.3,23359886065
2026-06-24,Legs,Lateral Raise,2,20,12.0,240.0,20.0,34.1,23359886065
2026-06-24,Legs,Curl,4,16,14.0,224.0,21.5,48.0,23359886065
2026-06-24,Legs,Bench Dip,1,40,10.0,400.0,23.3,100.9,23359886065
2026-06-24,Legs,Bench Dip,2,40,12.0,480.0,28.0,106.8,23359886065
2026-06-24,Legs,Bench Dip,3,40,12.0,480.0,28.0,85.0,23359886065
2026-06-24,Legs,Triceps Pressdown,4,8,20.0,160.0,25.3,37.3,23359886065
2026-06-24,Legs,Triceps Pressdown,5,8,20.0,160.0,25.3,29.7,23359886065
2026-06-24,Legs,Triceps Pressdown,6,8,20.0,160.0,25.3,26.1,23359886065
2026-06-23,Legs,Triceps Extension,1,35,0.0,0.0,0.0,98.5,23347530787
2026-06-23,Legs,Bench Press,1,8,20.0,160.0,25.3,27.9,23347530787
2026-06-23,Legs,Bench Press,2,8,60.0,480.0,76.0,47.8,23347530787
2026-06-23,Legs,Bench Press,3,8,70.0,560.0,88.7,64.0,23347530787
2026-06-23,Legs,Bench Press,4,8,70.0,560.0,88.7,51.6,23347530787
2026-06-23,Legs,Cable Crossover,1,8,12.5,100.0,15.8,31.6,23347530787
2026-06-23,Legs,Cable Crossover,2,9,17.0,153.0,22.1,41.3,23347530787
2026-06-23,Legs,Cable Crossover,3,10,17.0,170.0,22.7,41.2,23347530787
2026-06-23,Legs,Triceps Pressdown,1,10,21.5,215.0,28.7,31.6,23347530787
2026-06-23,Legs,Triceps Pressdown,2,10,25.0,250.0,33.3,31.4,23347530787
2026-06-23,Legs,Triceps Pressdown,3,10,25.0,250.0,33.3,30.5,23347530787
2026-06-23,Legs,Bench Press,5,8,20.0,160.0,25.3,31.4,23347530787
2026-06-23,Legs,Bench Press,6,8,40.0,320.0,50.7,47.9,23347530787
2026-06-23,Legs,Triceps Extension,2,8,50.0,400.0,63.3,59.2,23347530787
2026-06-23,Legs,Triceps Extension,3,8,21.5,172.0,27.2,39.8,23347530787
2026-06-23,Legs,Triceps Extension,4,8,21.5,172.0,27.2,38.2,23347530787
2026-06-23,Legs,Triceps Extension,5,7,25.0,175.0,30.8,36.4,23347530787
2026-06-19,Legs,Jumping Jacks,1,29,0.0,0.0,0.0,189.9,23302120513
2026-06-19,Legs,Unknown,1,20,2.5,50.0,4.2,9.4,23302120513
2026-06-19,Legs,Lateral Raise,1,20,2.5,50.0,4.2,50.2,23302120513
2026-06-19,Legs,Lateral Raise,2,20,5.0,100.0,8.3,65.2,23302120513
2026-06-19,Legs,Lateral Raise,3,12,8.0,96.0,11.2,63.7,23302120513
2026-06-19,Legs,Curl,1,10,8.0,80.0,10.7,64.4,23302120513
2026-06-19,Legs,Burpee,1,10,8.0,80.0,10.7,65.9,23302120513
2026-06-19,Legs,Push Up,1,15,0.0,0.0,0.0,32.8,23302120513
2026-06-19,Legs,Push Up,2,15,0.0,0.0,0.0,29.5,23302120513
2026-06-19,Legs,Pull Up,1,15,0.0,0.0,0.0,34.3,23302120513
2026-06-19,Legs,Unknown,2,15,60.0,900.0,90.0,7.6,23302120513
2026-06-19,Legs,Unknown,3,15,62.5,937.5,93.8,29.2,23302120513
2026-06-19,Legs,Unknown,4,15,65.0,975.0,97.5,30.9,23302120513
2026-06-19,Legs,Triceps Pressdown,1,12,20.0,240.0,28.0,40.0,23302120513
2026-06-19,Legs,Lat Pulldown,1,40,12.0,480.0,28.0,67.6,23302120513
2026-06-19,Legs,Triceps Pressdown,2,12,20.0,240.0,28.0,32.2,23302120513
2026-06-19,Legs,Bench Dip,1,20,12.0,240.0,20.0,64.4,23302120513
2026-06-19,Legs,Triceps Pressdown,3,12,20.0,240.0,28.0,46.0,23302120513
2026-06-19,Legs,Bench Dip,2,40,12.0,480.0,28.0,71.2,23302120513
2026-06-19,Legs,Unknown,5,12,0.0,0.0,0.0,22.2,23302120513
2026-06-19,Legs,Unknown,6,12,0.0,0.0,0.0,28.5,23302120513
2026-06-19,Legs,Unknown,7,15,0.0,0.0,0.0,22.6,23302120513
2026-06-19,Legs,Sit Up,1,10,0.0,0.0,0.0,44.4,23302120513
2026-06-19,Legs,Sit Up,2,10,0.0,0.0,0.0,38.2,23302120513
2026-06-19,Legs,Snatch,1,11,0.0,0.0,0.0,45.5,23302120513
2026-06-18,Legs,Unknown,1,12,100.0,1200.0,140.0,127.2,23299267246
2026-06-18,Legs,Unknown,2,12,130.0,1560.0,182.0,42.8,23299267246
2026-06-18,Legs,Unknown,3,12,160.0,1920.0,224.0,35.9,23299267246
2026-06-18,Legs,Unknown,4,24,15.0,360.0,27.0,51.0,23299267246
2026-06-18,Legs,Unknown,5,20,30.0,600.0,50.0,36.0,23299267246
2026-06-18,Legs,Unknown,6,20,35.0,700.0,58.3,35.8,23299267246
2026-06-18,Legs,Unknown,7,20,20.0,400.0,33.3,14.3,23299267246
2026-06-18,Legs,Unknown,8,20,30.0,600.0,50.0,48.8,23299267246
2026-06-18,Legs,Unknown,9,16,35.0,560.0,53.7,49.5,23299267246
2026-06-18,Legs,Unknown,10,25,20.0,500.0,36.7,8.2,23299267246
2026-06-18,Legs,Unknown,11,15,20.0,300.0,30.0,34.7,23299267246
2026-06-18,Legs,Unknown,12,20,50.0,1000.0,83.3,33.4,23299267246
2026-06-18,Legs,Lunge,1,16,25.0,400.0,38.3,56.4,23299267246
2026-06-18,Legs,Bench Press,1,16,25.0,400.0,38.3,49.1,23299267246
2026-06-18,Legs,Lunge,2,16,25.0,400.0,38.3,67.6,23299267246
2026-06-18,Legs,Sit Up,1,25,0.0,0.0,0.0,48.1,23299267246
2026-06-18,Legs,Push Up,1,10,0.0,0.0,0.0,46.8,23299267246
2026-06-18,Legs,Unknown,13,15,0.0,0.0,0.0,51.5,23299267246
2026-06-18,Legs,Sit Up,2,25,0.0,0.0,0.0,50.9,23299267246
2026-06-18,Legs,Sit Up,3,15,0.0,0.0,0.0,76.2,23299267246
